headword,pos,CEFR
nutritious,adjective,2
nutshell,noun,3
o'clock,adverb,0
oak,noun,1
oath,noun,3
obedience,noun,3
obedient,adjective,3
obey,verb,3
obituary,noun,3
object,noun,2
object,verb,3
objection,noun,2
objective,adjective,3
objective,noun,2
obligation,noun,3
observation,noun,2
observe,verb,2
observer,noun,3
obsess,verb,3
obsession,noun,3
obsessive,adjective,3
obstacle,noun,2
obtain,verb,2
obvious,adjective,2
obviously,adverb,2
occasion,noun,2
occasion,verb,2
occasional,adjective,2
occasionally,adverb,2
occupation,noun,1
occupy,verb,2
occur,verb,2
ocean,noun,2
October,noun,0
odd,adjective,3
of,preposition,0
off,adjective,0
off,adverb,1
off,preposition,2
offence,noun,3
offend,verb,3
offender,noun,3
offense,noun,3
offensive,adjective,2
offer,noun,1
offer,verb,1
offhand,adverb,3
office,noun,0
officer,noun,0
official,adjective,1
official,noun,3
officially,adverb,2
offshore,adjective,3
often,adverb,0
oil,noun,1
oily,adjective,2
ointment,noun,3
OK,adjective,0
OK,adverb,0
okay,adjective,0
okay,adverb,0
old,adjective,0
old-fashioned,adjective,2
olive,noun,3
olive oil,noun,1
Olympia,noun,3
Olympiad,noun,3
Olympic,adjective,1
Olympics,noun,0
omelet,noun,1
omelette,noun,1
on,adverb,1
on,preposition,0
on to,preposition,2
once,adverb,0
once,conjunction,3
one,determiner,0
one,number,0
one,pronoun,1
oneself,pronoun,2
onion,noun,1
online,adjective,1
online,adverb,1
only,adjective,0
only,adverb,0
onstage,adjective,2
onto,preposition,2
open,adjective,0
open,verb,0
opening,noun,2
openly,adverb,3
opera,noun,0
operate,verb,1
operation,noun,2
operator,noun,3
opinion,noun,1
opponent,noun,3
opportunity,noun,1
oppose,verb,1
opposite,adjective,1
opposite,adverb,2
opposite,noun,2
opposite,preposition,1
opposition,noun,2
oppress,verb,2
oppression,noun,2
optimism,noun,3
optimist,noun,3
optimistic,adjective,3
option,noun,2
optional,adjective,3
or,conjunction,0
oral,adjective,3
oral,noun,2
orange,adjective,0
orange,noun,0
orator,noun,3
orbit,noun,2
orchestra,noun,2
orchestral,adjective,3
orchid,noun,3
order,noun,0
order,verb,1
orderly,adjective,2
ordinary,adjective,2
organ,noun,2
organic,adjective,2
organisation,noun,2
organise,verb,1
organised,adjective,1
organiser,noun,3
organism,noun,2
organization,noun,2
organize,verb,1
organized,adjective,1
organizer,noun,3
origin,noun,2
original,adjective,1
original,noun,3
originality,noun,3
originally,adverb,3
originate,verb,3
ornament,noun,3
orphan,noun,1
other,determiner,0
other,pronoun,1
otherwise,adverb,2
ought to,modal auxiliary,2
ounce,noun,3
our,determiner,0
ours,pronoun,0
ourselves,pronoun,1
out,adverb,0
out of,preposition,1
out-of-date,adjective,2
outback,noun,3
outbreak,noun,3
outcome,noun,3
outdistance,verb,3
outdo,verb,3
outdoor,adjective,2
outdoors,adverb,2
outer,adjective,2
outfit,noun,3
outgrow,verb,3
outing,noun,3
outlaw,noun,2
outlet,noun,3
outline,noun,3
outline,verb,2
outlive,verb,3
outlook,noun,3
outpatient,noun,3
output,noun,3
outrage,noun,3
outrageous,adjective,3
outshine,verb,3
outside,adjective,3
outside,adverb,0
outside,noun,3
outside,preposition,1
outsider,noun,3
outskirts,noun,3
outstanding,adjective,2
outward,adjective,2
outwardly,adverb,3
outweigh,verb,2
oval,adjective,3
oven,noun,1
over,adverb,1
over,preposition,0
overall,adjective,3
overall,adverb,3
overboard,adverb,3
overbook,verb,3
overcoat,noun,3
overcome,verb,2
overemphasise,verb,3
overemphasize,verb,3
overestimate,verb,3
overhear,verb,3
overjoyed,adjective,2
overlap,noun,3
overlook,verb,3
overly,adverb,3
overnight,adjective,2
overnight,adverb,2
overseas,adjective,3
overseas,adverb,1
overshadow,verb,3
oversize,adjective,3
overstep,verb,3
overtake,verb,3
overthrow,verb,3
overtime,adverb,3
overtime,noun,3
overturn,verb,3
overweight,adjective,1
overwhelm,verb,2
overwhelming,adjective,2
overwork,noun,2
ow,noun,3
owe,verb,2
owing,adjective,2
owing to,preposition,3
owl,noun,3
own,adjective,0
own,pronoun,1
own,verb,2
owner,noun,0
ox,noun,3
oxygen,noun,2
ozone,noun,3
p.m.,adverb,0
P.M.,adverb,0
pa,noun,3
pace,noun,2
pacific,adjective,1
pack,noun,1
pack,verb,1
package,noun,2
packed,adjective,3
packet,noun,3
packing,noun,2
pad,noun,3
paddle,noun,2
page,noun,0
paid,adjective,2
pain,noun,2
painful,adjective,2
paint,noun,0
paint,verb,0
paintbrush,noun,3
painter,noun,1
painting,noun,0
pair,noun,0
pajamas,noun,3
pal,noun,1
palace,noun,0
pale,adjective,2
pallet,noun,3
palm,noun,2
pan,noun,1
pancake,noun,3
pandemic,adjective,3
panel,noun,3
panic,noun,1
panic,verb,3
pants,noun,0
papaya,noun,3
paper,noun,0
paperless,adjective,3
paperwork,noun,3
parachute,noun,2
parade,noun,3
paradise,noun,2
paradox,noun,3
paragraph,noun,0
paralyse,verb,2
paralysis,noun,3
paralyze,verb,2
paramedic,adjective,3
paratrooper,noun,3
parcel,noun,2
pardon,noun,0
pardon,verb,2
parent,noun,0
parental,adjective,2
park,noun,0
park,verb,1
parking,noun,2
parliament,noun,3
parrot,noun,2
part,noun,1
part,verb,3
part-time,adjective,2
part-time,adverb,2
partial,adjective,2
participant,noun,2
participate,verb,2
participation,noun,3
participle,noun,2
particle,noun,3
particular,adjective,3
particularly,adverb,2
partisan,noun,3
partly,adverb,1
partner,noun,0
partnership,noun,3
party,noun,0
pass,noun,1
pass,verb,1
passage,noun,1
passenger,noun,1
passion,noun,2
passionate,adjective,3
passionately,adverb,3
passive,adjective,2
passport,noun,2
password,noun,2
past,adjective,2
past,adverb,0
past,preposition,0
pasta,noun,1
pastor,noun,3
pastoral,adjective,3
patch,noun,3
path,noun,1
patience,noun,2
patient,adjective,2
patient,noun,1
patiently,adverb,3
patriot,noun,3
patriotic,adjective,3
patriotism,noun,3
patrol,noun,2
patron,noun,3
pattern,noun,2
pause,noun,2
pause,verb,2
pave,verb,3
pavement,noun,3
paw,noun,3
pawnbroker,noun,3
pawnshop,noun,3
pay,noun,0
pay,verb,0
payment,noun,3
PC,noun,1
pea,noun,1
peace,noun,0
peaceful,adjective,1
peacefully,adverb,3
peach,noun,3
peak,noun,3
peanut,noun,2
pear,noun,1
pearl,noun,3
pebble,noun,3
peculiar,adjective,2
pedal,noun,3
pedantic,adjective,3
pedestrian,noun,3
pee,verb,3
peel,noun,3
peel,verb,3
peep,noun,3
peer,noun,3
peg,noun,3
pen,noun,0
pen friend,noun,1
penalise,verb,3
penalize,verb,3
penalty,noun,3
pence,noun,1
pencil,noun,0
penetrate,verb,3
penfriend,noun,1
penguin,noun,3
penicillin,noun,3
penniless,adjective,2
penny,noun,2
pension,noun,3
pentagon,noun,3
people,noun,0
pepper,noun,1
per,preposition,2
per cent,noun,2
perceive,verb,3
percent,noun,2
percentage,noun,3
perception,noun,3
perfect,adjective,1
perfectly,adverb,1
perform,verb,1
performance,noun,1
performer,noun,2
perfume,noun,1
perhaps,adverb,1
period,noun,0
permanence,noun,3
permanent,adjective,2
permanently,adverb,2
permeate,verb,3
permission,noun,1
permit,verb,2
perseverance,noun,3
persist,verb,3
persistence,noun,3
persistent,adjective,3
person,noun,0
personal,adjective,0
personality,noun,1
personally,adverb,2
personification,noun,3
personify,verb,3
personnel,noun,3
perspective,noun,3
perspiration,noun,3
persuade,verb,2
persuasion,noun,3
persuasive,adjective,2
pessimist,noun,3
pessimistic,adjective,3
pet,noun,0
petrified,adjective,3
petrol,noun,1
petrol station,noun,1
petty,adjective,3
pH,noun,3
phantom,adjective,2
pharmacist,noun,3
pharmacy,noun,2
phase,noun,3
phenix,noun,2
phenomenon,noun,2
philosopher,noun,2
philosophical,adjective,3
philosophy,noun,2
phoenix,noun,2
phone,noun,0
phone,verb,0
photo,noun,0
photocopy,noun,2
photograph,noun,1
photograph,verb,3
photographer,noun,1
photography,noun,1
phrasal verb,noun,2
phrase,noun,2
physical,adjective,1
physically,adverb,1
physician,noun,3
physics,noun,2
pi,noun,3
piano,noun,0
pick,noun,2
pick,verb,0
pickle,noun,3
picky,adjective,3
picnic,noun,0
picture,noun,0
picture,verb,3
picturesque,adjective,3
pie,noun,2
piece,noun,0
piety,noun,2
pig,noun,0
pile,noun,1
pilgrim,noun,1
pill,noun,1
pillow,noun,2
pillowcase,noun,3
pilot,noun,1
pin,noun,3
pin,verb,2
pine,noun,3
pineapple,noun,2
pink,adjective,0
pink,noun,1
pint,noun,3
pipe,noun,2
piracy,noun,3
pirate,noun,3
pit,noun,2
pitch,noun,3
pitch,verb,3
pity,noun,1
pizza,noun,0
place,noun,0
place,verb,2
plague,noun,3
plain,adjective,2
plan,noun,0
plan,verb,2
plane,noun,0
planet,noun,1
planning,noun,3
plant,noun,1
plant,verb,2
plastic,adjective,1
plastic,noun,2
plate,noun,1
platform,noun,2
play,noun,0
play,verb,0
player,noun,0
playful,adjective,1
playground,noun,1
playmate,noun,3
playwright,noun,3
plead,verb,3
pleasant,adjective,1
pleasantly,adverb,2
please,adverb,0
please,verb,2
pleased,adjective,1
pleasing,adjective,1
pleasure,noun,0
plenty,noun,1
plenty,pronoun,2
plot,noun,3
pluck,verb,3
plug,noun,2
plug,verb,3
plum,noun,3
plumber,noun,3
plural,noun,1
plus,conjunction,2
plus,noun,3
plus,preposition,1
pneumonia,noun,3
pocket,noun,0
pocket money,noun,2
poem,noun,0
poet,noun,2
poetry,noun,2
point,noun,0
point,verb,1
point of view,noun,3
pointless,adjective,3
poison,noun,2
poison,verb,3
poisonous,adjective,2
polar bear,noun,3
pole,noun,2
police,noun,1
police officer,noun,1
police station,noun,1
policeman,noun,1
policewoman,noun,1
policy,noun,2
polio,noun,3
polish,noun,3
polite,adjective,1
politely,adverb,2
politeness,noun,3
political,adjective,1
politically,adverb,3
politician,noun,2
politics,noun,2
polity,noun,3
pollutant,noun,2
pollute,verb,1
pollution,noun,0
polo,noun,3
pond,noun,2
ponder,verb,3
pool,noun,0
poor,adjective,0
pop,noun,0
pop,verb,3
popcorn,noun,2
popular,adjective,1
popularise,verb,3
popularity,noun,3
popularize,verb,3
population,noun,1
porch,noun,3
pork,noun,2
port,noun,2
portion,noun,3
portrait,noun,1
pose,noun,3
posh,adjective,3
position,noun,1
positive,adjective,2
positively,adverb,2
possess,verb,2
possessed,adjective,3
possession,noun,2
possessive,adjective,2
possibility,noun,2
possible,adjective,1
possibly,adverb,1
post,noun,0
post,verb,1
post office,noun,1
postal,adjective,3
postcard,noun,2
poster,noun,0
postman,noun,2
postpone,verb,3
pot,noun,2
potato,noun,0
potent,adjective,3
potential,adjective,3
potential,noun,2
potentially,adverb,3
pottery,noun,2
pound,noun,2
pound,verb,3
pour,verb,1
poverty,noun,2
powder,noun,2
powder,verb,3
power,noun,1
powerful,adjective,1
powerfully,adverb,3
practical,adjective,2
practicality,noun,3
practically,adverb,3
practice,noun,0
practice,verb,0
practise,verb,0
praise,noun,2
praise,verb,3
prance,noun,3
prawn,noun,3
pray,verb,0
prayer,noun,2
precede,verb,3
precious,adjective,2
precise,adjective,1
precisely,adverb,3
predicament,noun,3
predicate,verb,3
predicative,adjective,3
predict,verb,1
predictable,adjective,3
prediction,noun,1
predictive,adjective,3
predictor,noun,3
prefect,noun,3
prefer,verb,1
preferable,adjective,3
preferably,adverb,3
preference,noun,2
prefix,noun,2
pregnant,adjective,2
prehistoric,adjective,3
prehuman,noun,3
preindustrial,adjective,3
prejudge,verb,3
prejudice,noun,2
preliminary,adjective,3
preoccupy,verb,3
preparation,noun,2
prepare,verb,1
prepared,adjective,2
preposition,noun,2
preschool,adjective,2
prescribe,verb,3
prescription,noun,2
presence,noun,2
present,adjective,2
present,noun,0
present,verb,3
presentation,noun,2
presenter,noun,3
preservation,noun,2
preserve,verb,2
presidency,noun,3
president,noun,2
presidential,adjective,3
press,noun,2
press,verb,2
pressure,noun,1
prestige,noun,3
prestigious,adjective,3
presumably,adverb,3
pretend,adjective,3
pretend,verb,1
pretty,adjective,0
pretty,adverb,1
prevail,verb,3
prevent,verb,1
prevention,noun,3
preventive,adjective,3
previous,adjective,2
previously,adverb,3
price,noun,0
price,verb,3
priceless,adjective,3
prick,noun,3
pride,noun,1
priest,noun,2
primarily,adverb,2
primary,adjective,3
primary school,noun,2
prime,adjective,3
prime minister,noun,3
primitive,adjective,2
prince,noun,0
princess,noun,0
principal,adjective,1
principal,noun,3
principle,noun,2
print,noun,2
print,verb,1
printer,noun,1
prior,adjective,3
priority,noun,3
prison,noun,2
prisoner,noun,2
privacy,noun,2
private,adjective,1
privately,adverb,3
privilege,noun,3
prize,noun,2
pro,noun,1
probability,noun,2
probable,adjective,3
probably,adverb,1
probe,noun,3
problem,noun,0
procedure,noun,3
proceed,verb,2
process,noun,2
process,verb,3
proclaim,verb,2
procrastination,noun,2
produce,verb,1
producer,noun,2
product,noun,1
production,noun,1
productive,adjective,2
profession,noun,2
professional,adjective,1
professional,noun,3
professor,noun,2
profile,noun,3
profit,noun,3
profitable,adjective,3
program,noun,0
program,verb,2
programer,noun,3
programing,noun,3
programme,noun,0
programme,verb,2
programmer,noun,3
programming,noun,3
progress,noun,2
progress,verb,3
progressive,adjective,1
prohibit,verb,3
prohibition,noun,2
project,noun,3
project,verb,3
projection,noun,3
prom,noun,3
prominence,noun,3
prominent,adjective,2
promise,noun,1
promise,verb,2
promote,verb,2
promotion,noun,2
prompt,adjective,3
prompt,noun,3
prompt,verb,3
promptly,adverb,3
pronoun,noun,2
pronounce,verb,1
pronunciation,noun,1
proof,noun,2
proper,adjective,1
properly,adverb,2
property,noun,2
proponent,noun,3
proportion,noun,2
proposal,noun,2
propose,verb,2
proposed,adjective,3
prose,noun,3
prosecute,verb,3
prospect,noun,3
prosper,verb,3
prosperity,noun,2
prosperous,adjective,2
protect,verb,2
protection,noun,2
protective,adjective,2
protest,noun,2
protest,verb,3
proud,adjective,2
proudly,adverb,3
prove,verb,2
proven,adjective,3
proverb,noun,2
provide,verb,1
provided,conjunction,2
province,noun,3
provision,noun,3
proximity,noun,3
psychological,adjective,2
psychologically,adverb,3
psychologist,noun,1
psychology,noun,3
pub,noun,2
public,adjective,2
public,noun,1
public transport,noun,2
publication,noun,3
publicise,verb,3
publicity,noun,3
publicize,verb,3
publicly,adverb,2
publish,verb,1
publisher,noun,2
pudding,noun,3
pull,verb,1
pullover,noun,2
pulse,noun,3
pump,noun,2
pumpkin,noun,3
punch,noun,3
punch,verb,3
punctual,adjective,3
punctuality,noun,3
punctuation,noun,1
punish,verb,2
punishment,noun,2
pupil,noun,2
puppy,noun,2
purchase,noun,3
purchase,verb,3
pure,adjective,2
purify,verb,2
purple,adjective,1
purple,noun,0
purpose,noun,1
purposeful,adjective,3
purse,noun,2
pursue,verb,1
pursuit,noun,3
push,noun,2
push,verb,0
put,verb,0
puzzle,noun,2
puzzled,adjective,3
pyjamas,noun,3
quake,noun,2
qualification,noun,3
qualified,adjective,2
qualify,verb,2
quality,adjective,2
quality,noun,1
quantify,verb,3
quantity,noun,2
quarantine,noun,3
quarrel,noun,3
quarrel,verb,3
quarrelsome,adjective,3
quarter,noun,0
queen,noun,1
queer,adjective,3
query,noun,3
question,noun,0
question,verb,3
question mark,noun,2
questionnaire,noun,2
queue,noun,2
queue,verb,3
quick,adjective,1
quickly,adverb,0
quiet,adjective,0
quiet,noun,3
quietly,adverb,1
quit,adjective,3
quit,verb,1
quite,adverb,1
quiz,noun,1
quotable,adjective,3
quotation,noun,3
quote,noun,3
quote,verb,3
rabbit,noun,0
race,noun,2
race,verb,2
racial,adjective,2
racism,noun,3
racist,noun,3
rack,noun,3
racket,noun,1
radar,noun,3
radiate,verb,3
radiation,noun,2
radical,noun,3
radically,adverb,3
radio,noun,0
radium,noun,3
rafter,noun,3
rag,noun,3
rage,noun,2
rail,noun,2
railroad,noun,2
railway,noun,2
rain,noun,0
rain,verb,0
rainbow,noun,3
raincoat,noun,1
rainfall,noun,2
rainforest,noun,2
rainstorm,noun,3
rainy,adjective,0
raise,verb,1
rally,noun,3
ram,noun,3
ramp,noun,3
range,noun,1
range,verb,3
ranger,noun,3
rank,noun,2
rap,noun,1
rap,verb,2
rape,noun,3
rape,verb,3
rapid,adjective,2
rapidly,adverb,2
rare,adjective,2
rarely,adverb,2
rash,adjective,3
raspberry,noun,2
rat,noun,0
rate,noun,1
rate,verb,3
rather,adverb,1
rating,noun,1
ration,noun,2
rational,adjective,2
rattle,noun,3
ravage,noun,3
raw,adjective,1
ray,noun,1
razor,noun,2
reach,noun,2
reach,verb,1
react,verb,2
reaction,noun,3
read,verb,0
reader,noun,0
readily,adverb,3
reading,noun,0
ready,adjective,0
real,adjective,0
real,adverb,0
real estate,noun,3
realisation,noun,3
realise,verb,1
realistic,adjective,2
reality,noun,2
realization,noun,3
realize,verb,1
really,adverb,0
rear,adjective,3
rearrange,verb,2
reason,noun,0
reasonable,adjective,2
reasonably,adverb,3
rebel,noun,3
rebel,verb,3
rebellious,adjective,3
rebuild,verb,2
recall,verb,2
receipt,noun,1
receive,verb,1
recent,adjective,1
recently,adverb,1
reception,noun,2
receptionist,noun,1
recession,noun,3
recipe,noun,3
recite,verb,2
reckon,verb,3
reclaim,verb,2
recognise,verb,2
recognition,noun,3
recognize,verb,2
recollect,verb,3
recollection,noun,3
recommend,verb,2
recommendable,adjective,3
recommendation,noun,3
reconsider,verb,3
record,noun,2
record,verb,1
recording,noun,2
recover,verb,2
recovery,noun,2
recreation,noun,3
recruit,verb,3
rectangular,adjective,3
recycle,verb,1
recycled,adjective,2
recycling,noun,2
red,adjective,0
red,noun,1
redo,verb,3
reduce,verb,2
reduction,noun,2
redundant,adjective,3
reed,noun,3
reef,noun,2
refer,verb,1
referee,noun,2
reference,noun,3
referent,adjective,3
refinery,noun,3
reflect,verb,1
reflection,noun,2
reflective,adjective,3
reform,noun,3
refrain,noun,3
refresh,noun,3
refreshments,noun,2
refrigerator,noun,1
refuge,noun,3
refugee,noun,3
refund,noun,2
refusal,noun,2
refuse,noun,2
refuse,verb,2
refute,verb,3
regain,verb,2
regard,noun,3
regard,verb,2
regarding,preposition,2
regardless,adverb,3
reggae,noun,3
regime,noun,3
region,noun,2
regional,adjective,2
register,noun,2
register,verb,2
registration,noun,2
regret,noun,3
regret,verb,1
regrettably,adverb,3
regular,adjective,1
regularly,adverb,1
regulate,verb,3
regulation,noun,2
rehearsal,noun,3
reinforce,verb,3
reinforcement,noun,3
reject,verb,2
rejection,noun,3
rejoin,verb,3
relate,verb,2
related,adjective,3
relation,noun,2
relationship,noun,2
relative,adjective,2
relative,noun,2
relatively,adverb,2
relativity,noun,3
relax,verb,1
relaxation,noun,3
relaxed,adjective,1
relaxing,adjective,2
relay,noun,3
release,noun,1
release,verb,2
relevant,adjective,3
reliable,adjective,2
relic,noun,3
relief,noun,3
relieve,verb,3
relieved,adjective,3
religion,noun,2
religious,adjective,2
reluctant,adjective,3
rely,verb,2
remain,verb,1
remainder,noun,2
remaining,adjective,3
remains,noun,3
remark,noun,3
remark,verb,2
remarkable,adjective,2
remarkably,adverb,3
remedy,noun,2
remember,verb,0
remembrance,noun,2
remind,verb,1
reminder,noun,3
remote,adjective,1
remote control,noun,2
remove,verb,2
renew,verb,2
rent,noun,1
rent,verb,1
rental,noun,3
reorganise,verb,3
reorganize,verb,3
repaint,noun,3
repair,noun,1
repair,verb,1
repay,verb,2
repeat,verb,0
repeatedly,adverb,2
repertoire,noun,3
repetition,noun,3
replace,verb,1
replacement,noun,3
replica,noun,3
reply,noun,1
reply,verb,2
report,noun,1
report,verb,2
reporter,noun,0
represent,verb,1
representative,noun,2
repress,verb,3
repression,noun,3
reprint,noun,3
reproduce,verb,2
reprove,verb,3
republic,noun,2
reputation,noun,2
request,noun,1
request,verb,2
require,verb,2
requirement,noun,2
rescue,noun,2
rescue,verb,2
research,noun,1
research,verb,3
researcher,noun,2
resemble,verb,2
reservation,noun,2
reserve,noun,2
reserve,verb,2
residence,noun,3
resident,adjective,2
resident,noun,3
residential,adjective,2
resign,verb,3
resignation,noun,3
resist,verb,2
resistance,noun,3
resolution,noun,3
resolve,verb,2
resonant,adjective,3
resort,noun,2
resource,noun,2
respect,noun,2
respect,verb,2
respectable,adjective,2
respectably,adverb,3
respected,adjective,3
respiration,noun,3
respiratory,adjective,3
respond,verb,2
response,noun,1
responsibility,noun,2
responsible,adjective,2
rest,noun,2
rest,verb,2
restaurant,noun,0
restore,verb,2
restrict,verb,2
restriction,noun,3
result,noun,0
result,verb,2
resume,verb,3
retail,noun,2
retailer,noun,3
retain,verb,2
retard,verb,3
retell,verb,2
retina,noun,3
retire,verb,1
retired,adjective,1
retirement,noun,3
retreat,noun,3
retreat,verb,3
retrieve,verb,3
retrospect,noun,2
return,noun,1
return,verb,1
reunification,noun,2
reunify,verb,2
reunion,noun,1
reveal,verb,1
revelation,noun,3
revenge,noun,3
revenue,noun,3
reverence,noun,3
reverse,verb,3
review,noun,0
review,verb,3
revise,verb,2
revision,noun,2
revival,noun,3
revive,verb,3
revolution,noun,3
revolutionary,adjective,3
revolutionise,verb,3
revolutionize,verb,3
revolve,verb,3
reward,noun,2
reward,verb,3
rewrite,verb,2
rhinoceros,noun,3
rhyme,verb,3
rhythm,noun,1
rhythmic,adjective,3
rib,noun,3
ribbon,noun,0
rice,noun,0
rich,adjective,0
rid,verb,2
riddle,noun,3
riddle,verb,2
ride,noun,0
ride,verb,0
rider,noun,3
ridge,noun,3
ridiculous,adjective,2
right,adjective,0
right,adverb,0
right,noun,1
right-hand,adjective,1
righteousness,noun,3
rightly,adverb,3
rim,noun,3
ring,noun,1
ring,verb,0
rip,verb,3
ripe,adjective,2
rise,noun,2
rise,verb,2
risk,noun,2
risk,verb,3
risky,adjective,3
rite,noun,3
ritual,noun,3
rival,noun,3
river,noun,0
road,noun,1
roadside,noun,2
roam,noun,3
roar,verb,3
roast,adjective,3
roast,verb,1
rob,verb,1
robbery,noun,1
robin,noun,1
robot,noun,2
rock,noun,1
rock,verb,3
rocket,noun,3
rocky,adjective,3
role,noun,0
roll,noun,1
roll,verb,3
rolling,adjective,2
romance,noun,1
romantic,adjective,1
roof,noun,1
room,noun,0
room,verb,2
roommate,noun,3
root,noun,1
rope,noun,1
rose,noun,0
rosy,adjective,3
rotten,adjective,2
rough,adjective,2
roughly,adverb,1
round,adjective,2
round,adverb,1
round,noun,2
round,preposition,3
round,verb,3
roundabout,noun,1
route,noun,3
routine,noun,2
row,noun,0
row,verb,3
royal,adjective,1
royalty,noun,3
rub,verb,3
rubber,noun,2
rubbish,noun,2
rubble,noun,3
rude,adjective,0
rudely,adverb,2
rug,noun,3
rugby,noun,1
ruin,noun,2
ruin,verb,1
ruinous,adjective,3
rule,noun,0
rule,verb,3
ruler,noun,0
rumor,noun,1
rumour,noun,1
run,noun,0
run,verb,0
runaway,noun,2
runner,noun,1
running,noun,1
runway,noun,2
rural,adjective,3
rush,noun,1
rush,verb,2
rush hour,noun,3
rusty,adjective,3
sack,verb,3
sacred,adjective,2
sad,adjective,0
sadly,adverb,1
sadness,noun,2
safari,noun,2
safe,adjective,1
safeguard,noun,2
safeguard,verb,3
safely,adverb,2
safety,noun,2
sag,noun,3
sage,noun,3
sail,verb,3
sailing,noun,1
sailor,noun,0
sake,noun,1
salad,noun,0
salary,noun,3
sale,noun,0
salesman,noun,2
salesmanship,noun,3
salesperson,noun,3
saleswoman,noun,3
salmon,noun,2
salon,noun,3
salsa,noun,3
salt,noun,1
salty,adjective,3
same,adjective,0
same,adverb,0
same,pronoun,0
sample,noun,1
sand,noun,2
sandal,noun,2
sandstone,noun,3
sandwich,noun,0
sandy,adjective,1
sanitary,adjective,3
sanitation,noun,3
satellite,noun,2
satisfaction,noun,2
satisfactory,adjective,3
satisfied,adjective,2
satisfy,verb,1
Saturday,noun,0
sauce,noun,1
saucepan,noun,2
saucer,noun,2
sausage,noun,1
save,verb,0
saving,noun,3
savings,noun,3
saw,noun,0
saw,verb,3
say,noun,3
say,verb,0
scale,noun,1
scan,noun,2
scan,verb,3
scandal,noun,3
scar,noun,3
scarcely,adverb,3
scare,verb,2
scared,adjective,2
scarf,noun,1
scarlet,noun,3
scary,adjective,2
scatter,verb,2
scene,noun,1
scenery,noun,1
scenic,adjective,2
scent,noun,3
schedule,noun,1
schedule,verb,3
scheduled,adjective,3
scheme,noun,3
scholar,noun,2
scholarship,noun,2
scholasticism,noun,3
school,noun,0
schoolchild,noun,1
schoolgirl,noun,3
schoolmate,noun,2
schoolteacher,noun,2
schoolwork,noun,1
science,noun,0
science fiction,noun,2
scientific,adjective,1
scientifically,adverb,3
scientist,noun,0
scissors,noun,1
scold,verb,2
scooter,noun,3
scope,noun,2
score,noun,2
score,verb,2
scramble,verb,3
scratch,noun,2
scratch,verb,3
scream,noun,1
scream,verb,2
screen,noun,1
screen,verb,3
screw,noun,1
screw,verb,3
scribble,noun,3
script,noun,1
scrooge,noun,3
scuba,noun,3
sculpture,noun,2
scythe,noun,3
sea,noun,0
seafood,noun,1
seal,noun,3
search,noun,1
search,verb,2
seaside,noun,1
season,noun,2
seasonal,adjective,3
seat,noun,0
seawater,noun,2
seaweed,noun,2
second,adjective,0
second,adverb,2
second,noun,1
second,pronoun,1
second person,noun,3
second-hand,adjective,2
second-hand,adverb,2
secondary,adjective,3
secondary school,noun,2
secondly,adverb,3
secret,adjective,2
secret,noun,1
secretary,noun,1
secretly,adverb,2
section,noun,0
sector,noun,3
secure,adjective,2
security,noun,2
see,verb,0
seed,noun,1
seek,verb,1
seem,verb,1
seesaw,noun,3
segment,noun,3
seize,verb,2
seldom,adverb,3
select,adjective,2
select,verb,3
selection,noun,2
self,noun,0
self-confidence,noun,3
self-confident,adjective,3
self-service,adjective,2
selfish,adjective,2
selfless,adjective,3
sell,verb,0
seller,noun,3
semester,noun,1
semi-final,noun,3
semicolon,noun,3
seminar,noun,3
senator,noun,3
send,verb,1
senior,adjective,1
senior,noun,1
sensation,noun,2
sense,noun,1
sense,verb,3
sensible,adjective,3
sensitive,adjective,3
sentence,noun,0
sentence,verb,3
separate,adjective,1
separate,verb,3
separately,adverb,3
separation,noun,2
September,noun,0
sequence,noun,2
serene,adjective,3
serial,adjective,3
series,noun,2
serious,adjective,2
seriously,adverb,1
servant,noun,3
serve,verb,1
server,noun,2
service,noun,2
service,verb,2
session,noun,2
set,noun,1
set,verb,0
setback,noun,3
setting,noun,2
settle,verb,2
settlement,noun,2
settler,noun,2
seven,number,0
seventeen,number,0
seventy,number,0
several,determiner,1
several,pronoun,1
severe,adjective,2
severely,adverb,2
sew,verb,1
sex,noun,2
sexism,noun,3
sexual,adjective,3
sexy,adjective,3
shabby,adjective,3
shade,noun,1
shadow,noun,1
shadow,verb,2
shadowy,adjective,2
shake,noun,0
shake,verb,2
shaken,adjective,3
Shakespearean,adjective,3
shaky,adjective,3
shall,modal auxiliary,1
shallow,adjective,2
shame,noun,2
shameful,adjective,2
shampoo,noun,1
shape,noun,1
shape,verb,2
share,noun,1
share,verb,0
sharp,adjective,2
sharp,adverb,3
sharply,adverb,3
shatter,verb,3
shave,verb,2
she,pronoun,0
shed,noun,3
sheep,noun,0
sheer,adjective,2
sheet,noun,2
shelf,noun,0
shell,noun,1
shell,verb,3
shelter,noun,2
sheriff,noun,2
shield,noun,3
shift,noun,3
shift,verb,2
shine,verb,1
shiny,adjective,2
ship,noun,0
ship,verb,2
shipping,noun,3
shipwreck,noun,3
shirt,noun,0
shiver,verb,2
shock,noun,1
shock,verb,3
shocked,adjective,2
shocking,adjective,2
shoe,noun,0
shoot,verb,1
shooting,noun,3
shop,noun,0
shop,verb,2
shop assistant,noun,1
shopkeeper,noun,3
